key,names,gender,spouses,children,yearsLived,otherChildren,father,mother,title,ageOfFatherAtBirth
adam,"Adam,Man",male,eve,"cain,abel,seth",930,true
eve,"Eve,Woman",female,adam,"cain,abel,seth",,true
cain,Cain,male,wife_of_cain,enoch,,,adam,eve
wife_of_cain,,female,cain,enoch,,,,,Cain's wife
abel,Abel,male,,,,,adam,eve
enoch,Enoch,male,,irad,,,cain,wife_of_cain
irad,Irad,male,,mehujael,,,enoch
mehujael,Mehujael,male,,methushael,,,irad
methushael,Methushael,male,,lamech,,,mehujael
lamech,Lamech,male,"adah,zillah","jabal,jubal,tubal,naamah",,,methushael
adah,Adah,female,lamech,"jabal,jubal"
zillah,Zillah,female,lamech,"tubal,naamah"
jabal,Jabal,male,,,,,lamech,adah
jubal,Jubal,male,,,,,lamech,adah
tubal,Tubal-cain,male,,,,,lamech,zillah
naamah,Naamah,female,,,,,lamech,zillah
seth,Seth,male,,enosh,912,true,adam,eve,,130
enosh,Enosh,male,,kenan,905,true,seth,,,105
kenan,Kenan,male,,mahalalel,910,true,enosh,,,90
mahalalel,Mahalalel,male,,jared,895,true,kenan,,,70
jared,Jared,male,,enoch2,962,true,mahalalel,,,65
enoch2,Enoch,male,,methuselah,365,true,jared,,,62
methuselah,Methuselah,male,,lamech2,969,true,enoch2,,,65
lamech2,Lamech,male,,noah,777,true,methuselah,,,187
noah,Noah,male,wife_of_noah,"shem,ham,japheth",950,,lamech2,,,182
wife_of_noah,,female,noah,,,,,,Noah's wife
shem,Shem,male,wife_of_shem,"elam,asshur,arpachshad,lud,aram",600,true,noah,,,502
ham,Ham,male,wife_of_ham,"canaan,cush,mizraim,put",,,noah
japheth,Japheth,male,wife_of_japheth,"gomer,magog,madai,javan,tubal2,meshech,tiras",,,noah,,,500
wife_of_shem,,female,shem,,,,,,Shem's wife
wife_of_ham,,female,ham,,,,,,Ham's wife
wife_of_japheth,,female,japheth,,,,,,Japheth's wife
canaan,Canaan,male,,"sidon,heth",,,ham
gomer,Gomer,male,,"ashkenaz,riphath,togarmah",,,japheth
magog,Magog,male,,,,,japheth
madai,Madai,male,,,,,japheth
javan,Javan,male,,"elishah,tarshish,kittim,dodanim",,,japheth
tubal2,Tubal,male,,,,,japheth
meshech,Meshech,male,,,,,japheth
tiras,Tiras,male,,,,,japheth
ashkenaz,Ashkenaz,male,,,,,gomer
riphath,Riphath,male,,,,,gomer
togarmah,Togarmah,male,,,,,gomer
elishah,Elishah,male,,,,,javan
tarshish,Tarshish,male,,,,,javan
kittim,Kittim,male,,,,,javan
dodanim,Dodanim,male,,,,,javan
cush,Cush,male,,"seba,havilah,sabtah,raamah,sabteca,nimrod",,,ham
mizraim,Mizraim,male,,"ludim,anamim,lehabim,naphtuhim,pathrusim,casluhim,caphtorim",,,ham
put,Put,male,,,,,ham
seba,Seba,male,,,,,cush
havilah,Havilah,male,,,,,joktan
sabtah,Sabtah,male,,,,,cush
raamah,Raamah,male,,"sheba,dedan",,,cush
sabteca,Sabteca,male,,,,,cush
sheba,Sheba,male,,,,,raamah
dedan,Dedan,male,,,,,raamah
nimrod,Nimrod,male,,,,,cush
ludim,Ludim,,,,,,mizraim
anamim,Anamim,,,,,,mizraim
lehabim,Lehabim,,,,,,mizraim
naphtuhim,Naphtuhim,,,,,,mizraim
pathrusim,Pathrusim,,,,,,mizraim
casluhim,Casluhim,,,,,,mizraim
caphtorim,Caphtorim,,,,,,mizraim
sidon,Sidon,,,,,,canaan
heth,Heth,,,,,,canaan
elam,Elam,male,,,,,shem
asshur,Asshur,male,,,,,shem
arpachshad,Arpachshad,male,,shelah,438,true,shem,,,100
lud,Lud,male,,,,,shem
aram,Aram,male,,"uz,hul,gether,mash",,,shem
uz,Uz,male,,,,,aram
hul,Hul,male,,,,,aram
gether,Gether,male,,,,,aram
mash,Mash,male,,,,,aram
shelah,Shelah,male,,eber,433,true,arpachshad,,,35
eber,Eber,male,,"peleg,joktan",464,true,shelah,,,30
peleg,Peleg,male,,reu,239,true,eber,,,34
joktan,Joktan,male,,"almodad,sheleph,hazarmaveth,jerah,hadoram,uzal,diklah,obal,abimael,sheba2,ophir,havilah,jobab",,,eber
almodad,Almodad,male,,,,,joktan
sheleph,Sheleph,male,,,,,joktan
hazarmaveth,Hazarmaveth,male,,,,,joktan
jerah,Jerah,male,,,,,joktan
hadoram,Hadoram,male,,,,,joktan
uzal,Uzal,male,,,,,joktan
diklah,Diklah,male,,,,,joktan
obal,Obal,male,,,,,joktan
abimael,Abimael,male,,,,,joktan
sheba2,Sheba,male,,,,,joktan
ophir,Ophir,male,,,,,joktan
jobab,Jobab,male,,,,,joktan
reu,Reu,male,,serug,239,true,peleg,,,30
serug,Serug,male,,nahor,230,true,reu,,,32
nahor,Nahor,male,,terah,148,true,serug,,,30
terah,Terah,male,,"abraham,nahor2,haran",205,,nahor,,,29
abraham,"Abraham,Abram",male,sarah,isaac,175,,terah,,,130
nahor2,Nahor,male,milcah,,,,terah
haran,Haran,male,,"lot,milcah,iscah",,,terah
lot,Lot,male,,,,,haran
sarah,"Sarah,Sarai",female,abraham,isaac
milcah,Milcah,female,nahor2,,,,haran
iscah,Iscah,,,,,,haran
pharaoh,Pharaoh,male
amraphel,Amraphel
arioch,Arioch
chedorlaomer,Chedorlaomer,male
tidal,Tidal
bera,Bera
birsha,Birsha
shinab,Shinab
shemeber,Shemeber
king_of_bela,,,,,,,,,king_of_bela
fugitive,,,,,,,,,a fugitive
mamre,Mamre,male
eshcol,Eshcol,male
aner,Aner,male
melchizedek,Melchizedek,male
isaac,Isaac,male,,israel,180,,abraham,sarah,,100
israel,"Israel,Jacob",male,,joseph,147,,isaac,,,60
joseph,Joseph,male,,,110,,israel
